Right Pocket;;;;
time;Ax;Ay;Az;
1684403339732781600;-1.6070337295532227;3.4477436542510986;-0.4746685028076172;walking
1684403339752761900;-1.6493602991104126;3.3037147521972656;0.5853352546691895;walking
1684403339772761600;-2.3581230640411377;3.3130979537963867;1.6049957275390625;walking
1684403339792762600;-2.558917999267578;3.575361728668213;1.992842197418213;walking
1684403339812765000;-2.525594472885132;3.743046283721924;1.9324932098388672;walking
1684403339832763600;-2.3978376388549805;3.643765926361084;2.749685764312744;walking
1684403339852764000;-2.5490496158599854;3.4720568656921387;3.841217041015625;walking
1684403339872765700;-3.231992483139038;3.292597770690918;4.3350114822387695;walking
1684403339892765000;-3.1260385513305664;2.8205862045288086;5.049216270446777;walking
1684403339912765200;-2.4514966011047363;2.2079780101776123;5.271106243133545;walking
1684403339932770000;-1.9715306758880615;1.8511316776275635;4.277218818664551;walking
1684403339952764200;-1.5942306518554688;1.7549843788146973;1.736849308013916;walking
1684403339972767700;-1.062267780303955;1.7986509799957275;-0.48561573028564453;walking
1684403339992765700;-0.9110920429229736;1.9156913757324219;-0.9565305709838867;walking
1684403340012754700;-1.617262601852417;1.682837724685669;-0.6827945709228516;walking
1684403340032766200;-2.764305591583252;1.5315287113189697;0.30231332778930664;walking
1684403340052767000;-3.32761549949646;1.4492154121398926;0.9375686645507812;walking
1684403340072761900;-2.8903138637542725;1.5386552810668945;0.45154380798339844;walking
1684403340092761600;-2.643094539642334;1.898266077041626;-0.7491354942321777;walking
1684403340112761900;-2.7305257320404053;2.2171783447265625;-1.5889239311218262;walking
1684403340132763600;-2.642843723297119;2.4316060543060303;-1.6063008308410645;walking
1684403340152762000;-2.421769142150879;2.5768237113952637;-0.9964604377746582;walking
1684403340172762600;-2.564838171005249;2.845815896987915;-0.5469508171081543;walking
1684403340192763000;-2.796071767807007;3.1426351070404053;-0.5962662696838379;walking
1684403340212763600;-2.703765630722046;3.426711320877075;-0.8614702224731445;walking
1684403340232759000;-2.7441821098327637;3.6494548320770264;-0.6388039588928223;walking
1684403340252766200;-2.911587715148926;3.6034109592437744;-0.08275508880615234;walking
1684403340272764200;-2.9353322982788086;3.6802926063537598;0.8363680839538574;walking
1684403340292761600;-2.8948934078216553;3.868513822555542;1.4921531677246094;walking
1684403340312767000;-2.8537137508392334;4.008042335510254;1.4896597862243652;walking
1684403340332766200;-2.331662893295288;4.058832168579102;1.6453242301940918;walking
1684403340352766500;-1.9465734958648682;4.071437835693359;1.7643051147460938;walking
1684403340372760800;-1.9185051918029785;3.8904263973236084;1.610353946685791;walking
1684403340392770800;-2.657390594482422;3.5765721797943115;1.3553466796875;walking
1684403340412761300;-3.967750072479248;3.394655704498291;1.3922276496887207;walking
1684403340432764200;-5.052853584289551;3.2783596515655518;1.5299620628356934;walking
1684403340452762400;-4.906259536743164;3.020369529724121;1.6240239143371582;walking
1684403340472770800;-4.128435134887695;2.597850799560547;1.80668306350708;walking
1684403340492766500;-4.189517974853516;2.416109561920166;1.2498741149902344;walking
1684403340512765400;-4.698620796203613;2.450909376144409;0.16185235977172852;walking
1684403340532764200;-4.900134086608887;2.5010452270507812;-0.2708463668823242;walking
1684403340552767200;-4.699807643890381;2.421351432800293;0.18399381637573242;walking
1684403340572764200;-4.003963947296143;1.9177758693695068;1.19234037399292;walking
1684403340592762600;-3.537627696990967;1.499650239944458;1.6577868461608887;walking
1684403340612766200;-3.547804355621338;1.3626015186309814;0.9655265808105469;walking
1684403340632765000;-3.7019689083099365;1.4631667137145996;-0.21574831008911133;walking
1684403340652764200;-3.848158836364746;1.601203441619873;-1.3691930770874023;walking
1684403340672763100;-3.6641149520874023;1.6468400955200195;-1.8980140686035156;walking
1684403340692771000;-3.2554028034210205;1.736262321472168;-1.8728413581848145;walking
1684403340712766200;-3.3061676025390625;1.841841459274292;-2.17025089263916;walking
1684403340732765700;-3.650556802749634;2.1371541023254395;-2.1399478912353516;walking
1684403340752763400;-4.000075340270996;2.5139753818511963;-2.2479095458984375;walking
1684403340772763400;-3.435145378112793;2.915915012359619;-1.5296955108642578;walking
1684403340792764000;-3.011835813522339;2.947880983352661;-0.8790264129638672;walking
1684403340812761900;-3.5406229496002197;3.1546504497528076;-1.6338558197021484;walking
1684403340832760300;-3.565434217453003;3.280564785003662;-1.1705975532531738;walking
1684403340852759600;-2.551536798477173;2.9572842121124268;0.9769363403320312;walking
1684403340872763400;-2.352930784225464;2.769322633743286;2.100208282470703;walking
1684403340892767200;-2.879047393798828;2.9526398181915283;0.4777226448059082;walking
1684403340912761300;-3.2069883346557617;3.0766656398773193;0.1666889190673828;walking
1684403340932760800;-2.8548214435577393;2.9704031944274902;0.7856740951538086;walking
1684403340952764000;-2.1644840240478516;2.7054085731506348;1.7520999908447266;walking
1684403340972760300;-1.7817208766937256;2.61342453956604;2.248814582824707;walking
1684403340992758300;-1.5214433670043945;2.4780311584472656;2.438054084777832;walking
1684403341012752100;-1.425769329071045;2.1435623168945312;2.616763114929199;walking
1684403341032762000;-1.2438104152679443;1.640892744064331;3.3015432357788086;walking
1684403341052760600;-1.1998063325881958;1.164954662322998;3.473111152648926;walking
1684403341072764400;-1.3477215766906738;0.8607738018035889;2.8023128509521484;walking
1684403341092762600;-1.4888931512832642;0.6976022720336914;1.4759745597839355;walking
1684403341112758300;-1.4555318355560303;0.48537635803222656;-0.42374229431152344;walking
1684403341132763600;-1.4366872310638428;0.4041008949279785;-1.2772455215454102;walking
1684403341152765400;-1.2644305229187012;0.24115204811096191;-1.133253574371338;walking
1684403341172763100;-1.600290298461914;0.3910050392150879;-0.3044013977050781;walking
1684403341192764000;-1.4153077602386475;-0.11947488784790039;-0.4515376091003418;walking
1684403341212763400;-0.711126446723938;-0.8497941493988037;-1.2538537979125977;walking
1684403341232761600;0.045162081718444824;-1.1844806671142578;1.7662262916564941;walking
1684403341252772900;-0.03127920627593994;-0.7673282623291016;0.6923017501831055;walking
1684403341272766000;-1.4669910669326782;-0.3810160160064697;-1.1985430717468262;walking
1684403341292765200;-2.56644868850708;-0.03130912780761719;-0.7789783477783203;walking
1684403341312763400;-3.061218738555908;0.6142067909240723;1.257659912109375;walking
1684403341332765400;-2.5556375980377197;0.6347713470458984;1.233144760131836;walking
1684403341352766200;-1.9837255477905273;0.4492459297180176;0.5336384773254395;walking
1684403341372764200;-1.1100225448608398;0.8338978290557861;0.49631166458129883;walking
1684403341392762400;-0.4743002653121948;0.3425116539001465;-0.15645790100097656;walking
1684403341412768000;-0.9446089863777161;0.18354511260986328;0.14563655853271484;walking
1684403341432764700;-0.9671299457550049;0.10638284683227539;0.7986788749694824;walking
1684403341452767700;-0.2607238292694092;0.16180992126464844;0.28487300872802734;walking
1684403341472764200;0.027623295783996582;0.18718504905700684;0.5763916969299316;walking
1684403341492768000;0.5145910978317261;-0.410442590713501;0.9105114936828613;walking
1684403341512764400;1.178954005241394;-1.0110175609588623;2.9425296783447266;walking
1684403341532768500;0.05464887619018555;-0.9940266609191895;4.758361339569092;walking
1684403341552768500;-1.7083992958068848;-0.5162041187286377;4.948960781097412;walking
1684403341572768800;-2.278714418411255;-0.33853673934936523;5.974734783172607;walking
1684403341592767700;-2.285186767578125;-1.062201976776123;7.91249942779541;walking
1684403341612765000;-2.516737937927246;-1.8144079446792603;8.947277069091797;walking
1684403341632764400;-2.221872329711914;-1.8136732578277588;6.878922462463379;walking
1684403341652765400;-1.7081338167190552;-1.3234150409698486;4.027660369873047;walking
1684403341672764000;-2.0402374267578125;-0.6605215072631836;1.9291162490844727;walking
1684403341692760600;-2.5500059127807617;-0.2101585865020752;1.2182579040527344;walking
1684403341712764700;-2.6041431427001953;-0.30162882804870605;1.4456157684326172;walking
1684403341732764700;-2.0055551528930664;-0.7819833755493164;1.665074348449707;walking
1684403341752764200;-1.6978516578674316;-0.9305907487869263;1.7847881317138672;walking
1684403341772757000;-0.988760769367218;-0.8729463815689087;1.1117820739746094;walking
1684403341792766200;-0.30184149742126465;-0.6014556884765625;-0.5028467178344727;walking
1684403341812759000;-0.5182747840881348;-0.32595181465148926;-2.2344846725463867;walking
1684403341832761000;-1.1605827808380127;0.012726545333862305;-2.874614715576172;walking
1684403341852754000;-1.073555588722229;0.15407919883728027;-3.5485644340515137;walking
1684403341872755500;-0.5648916959762573;0.07731890678405762;-3.7750473022460938;walking
1684403341892753700;-0.47306299209594727;-0.1206364631652832;-2.692214012145996;walking
1684403341912759000;-1.0178885459899902;-0.22160911560058594;-2.450106620788574;walking
1684403341932753000;-1.3489352464675903;-0.27130579948425293;-3.0114660263061523;walking
1684403341952755200;-1.3048512935638428;-0.4925570487976074;-3.7081756591796875;walking
1684403341972762600;-1.0933074951171875;-1.0228095054626465;-4.346948146820068;walking
1684403341992782000;-0.6454705595970154;-2.1004140377044678;-4.588465690612793;walking
1684403342012950800;0.00015938282012939453;-4.138518810272217;-4.26303243637085;walking
1684403342032791800;1.3369323015213013;-6.587516784667969;-3.2653512954711914;walking
1684403342052782000;1.4355133771896362;-8.541156768798828;-4.185840606689453;walking
1684403342072838000;2.065150260925293;-10.576485633850098;-6.343560218811035;walking
1684403342092756700;1.9406825304031372;-11.891594886779785;-6.935680866241455;walking
1684403342112769800;2.79883074760437;-12.18647575378418;-8.966625213623047;walking
1684403342132749000;4.361549377441406;-13.198671340942383;-9.925724983215332;walking
1684403342152750000;7.393886566162109;-12.504498481750488;-7.892106056213379;walking
1684403342172772900;11.70782470703125;-11.66549015045166;-2.11102294921875;walking
1684403342192758300;17.087682723999023;-9.642485618591309;5.194136619567871;walking
1684403342212765400;23.396419525146484;-6.106104850769043;7.656569480895996;walking
1684403342232792000;27.700937271118164;-1.9205729961395264;3.1067819595336914;walking
1684403342252856300;22.73128318786621;2.171536445617676;-2.2104921340942383;walking
1684403342272916000;12.91081428527832;4.742425918579102;-3.3164572715759277;walking
1684403342292760600;8.906379699707031;5.1582136154174805;-4.765082836151123;walking
1684403342312760600;12.310614585876465;4.589060306549072;-10.995058059692383;walking
1684403342332814300;12.784486770629883;5.255214214324951;-17.608139038085938;walking
1684403342352787500;7.080901622772217;4.857848167419434;-20.646541595458984;walking
1684403342372767700;6.739453315734863;4.826298236846924;-20.256074905395508;walking
1684403342392765400;-3.3281986713409424;2.831784963607788;-21.167774200439453;walking
1684403342412765700;-8.388824462890625;3.831937789916992;-13.073797225952148;walking
1684403342432761900;-2.86934232711792;1.328958511352539;-6.83505392074585;walking
1684403342452772400;-0.8917646408081055;1.4149196147918701;-6.263602256774902;walking
1684403342472767200;0.6271991729736328;1.7613842487335205;-10.037935256958008;walking
1684403342492763100;-0.9546875953674316;0.0663297176361084;-5.290667533874512;walking
1684403342512764000;-1.3645200729370117;0.6666667461395264;-2.0442192554473877;walking
1684403342532770000;-0.5702433586120605;-0.22582364082336426;-0.38979291915893555;walking
1684403342552763600;3.5034937858581543;-1.5504295825958252;-1.4013502597808838;walking
1684403342572774400;6.187400817871094;-3.900543212890625;-2.1489555835723877;walking
1684403342592762400;2.7407546043395996;-2.883298635482788;-5.323350429534912;walking
1684403342612767000;1.5313963890075684;-4.919070720672607;-17.319419860839844;walking
1684403342632763400;-0.1728496551513672;-3.914987325668335;-16.61795997619629;walking
1684403342652763600;-2.2801504135131836;-6.103772163391113;-8.158787727355957;walking
1684403342672769000;-3.0123987197875977;-6.5052289962768555;-3.5650219917297363;walking
1684403342692768800;-1.811985969543457;-7.867852210998535;3.2478110790252686;walking
1684403342712764400;0.6522097587585449;-8.78757381439209;2.1964662075042725;walking
1684403342732764200;3.4603333473205566;-7.475070953369141;-0.33660638332366943;walking
1684403342752771000;3.9562501907348633;-3.5757431983947754;-2.123746871948242;walking
1684403342772770600;-2.3511552810668945;3.322099208831787;-0.34464001655578613;walking
1684403342792768300;-6.267204761505127;2.047109365463257;1.9598885774612427;walking
1684403342812768000;-7.485060214996338;-2.241244316101074;3.314934492111206;walking
1684403342832762000;-6.8792948722839355;-6.402354717254639;5.765970230102539;walking
1684403342852766000;-6.080904006958008;-11.132568359375;7.490176200866699;walking
1684403342872764000;-4.687036514282227;-11.500802993774414;6.978241443634033;walking
1684403342892765700;-7.284368991851807;-8.643465042114258;2.830559253692627;walking
1684403342912764400;-8.210841178894043;-4.659666538238525;-0.018381357192993164;walking
1684403342932762000;-7.878915786743164;-0.4615321159362793;-3.982419967651367;walking
1684403342952765700;-6.688140869140625;0.5046749114990234;-11.338520050048828;walking
1684403342972767000;-6.330317974090576;-0.5675315856933594;-11.439741134643555;walking
1684403342992764200;-4.943821907043457;-0.6620197296142578;-5.292896270751953;walking
1684403343012760600;-3.430539131164551;20.312105178833008;-1.163900375366211;walking
1684403343032763400;-3.635943651199341;-0.11478185653686523;7.327846050262451;walking
1684403343052760300;-2.7991626262664795;1.2420783042907715;1.0568311214447021;walking
1684403343072767700;-4.273076057434082;-3.2860331535339355;3.43005108833313;walking
1684403343092767700;-5.6288604736328125;-9.811881065368652;5.051997661590576;walking
1684403343112769300;-4.621069431304932;-8.413249969482422;4.52827262878418;walking
1684403343132768500;-0.391818642616272;-12.168343544006348;-18.164093017578125;walking
1684403343152766000;1.3010270595550537;-9.523018836975098;-10.902434349060059;walking
1684403343172770600;4.287544250488281;-8.030193328857422;0.11963939666748047;walking
1684403343192769500;2.366034507751465;-6.685690879821777;-0.9643728733062744;walking
1684403343212775200;3.2432444095611572;-7.577301502227783;-5.086119174957275;walking
1684403343232772400;2.2627127170562744;-7.276395320892334;-2.367624521255493;walking
1684403343252774400;3.3932013511657715;-7.771074295043945;-1.2362792491912842;walking
1684403343272772900;3.6208646297454834;-7.233369827270508;-4.690221786499023;walking
1684403343292772000;1.6760461330413818;-5.289682388305664;-3.623382329940796;walking
1684403343312767200;2.7498908042907715;-3.131087303161621;-2.0594770908355713;walking
1684403343332766200;2.4066696166992188;-2.7709550857543945;-0.7010812759399414;walking
1684403343352770000;-0.6501733660697937;-5.806389808654785;2.1149210929870605;walking
1684403343372766200;-3.160659074783325;-8.614190101623535;0.9611109495162964;walking
1684403343392769000;-3.3346781730651855;-10.47206974029541;-3.1581873893737793;walking
1684403343412771600;-2.592036724090576;-8.316588401794434;-6.982433319091797;walking
1684403343432775200;-4.04296350479126;-4.071005821228027;-1.0365309715270996;walking
1684403343452776200;-1.8056575059890747;-1.2282447814941406;4.15635347366333;walking
1684403343472771600;2.099496841430664;0.11082649230957031;1.211214303970337;walking
1684403343492767200;3.3770766258239746;1.1053805351257324;-0.6980951428413391;walking
1684403343512778000;3.3797411918640137;1.8365397453308105;0.23586463928222656;walking
1684403343532767700;2.536809206008911;2.7335095405578613;1.1743834018707275;walking
1684403343552771300;1.1570963859558105;3.8315744400024414;1.897681713104248;walking
1684403343572763600;-0.33923614025115967;5.091602325439453;2.377088785171509;walking
1684403343592774100;-1.3578675985336304;5.0679144859313965;1.7807921171188354;walking
1684403343612767200;-2.3360447883605957;4.59286642074585;1.2943778038024902;walking
1684403343632768000;-3.637047290802002;4.917285442352295;0.7615698575973511;walking
1684403343652769800;-4.1345415115356445;5.958659648895264;-0.6643011569976807;walking
1684403343672766700;-3.0920350551605225;6.925331115722656;-3.5495121479034424;walking
1684403343692777200;0.35685694217681885;4.908976078033447;-7.522049427032471;walking
1684403343712780000;6.698179244995117;-0.9580793380737305;-15.0095796585083;walking
1684403343732769000;16.110408782958984;-9.904168128967285;-12.766610145568848;walking
1684403343752775400;18.123516082763672;-16.446697235107422;-5.237992286682129;walking
1684403343772756700;10.9029541015625;-10.322962760925293;-2.4640533924102783;walking
1684403343792761900;7.925072193145752;-0.5877561569213867;-4.2060699462890625;walking
1684403343812765700;5.633429527282715;5.04079532623291;-3.1501104831695557;walking
1684403343832769500;3.6381146907806396;5.048778533935547;6.716686248779297;walking
1684403343852771800;0.5284134745597839;2.271599769592285;7.55861759185791;walking
1684403343872771000;3.789907455444336;-6.123186111450195;-13.690376281738281;walking
1684403343892764400;-0.48434484004974365;-9.615218162536621;6.693722248077393;walking
1684403343912763600;-3.121817111968994;-5.377833366394043;0.7452014088630676;walking
1684403343932761600;-1.1641594171524048;-1.246023178100586;4.481080055236816;walking
1684403343952765700;-0.722698986530304;1.6457247734069824;5.162631034851074;walking
1684403343972757000;-1.164993405342102;2.638533592224121;4.433742046356201;walking
1684403343992776400;-1.164907455444336;0.4461231231689453;3.5887398719787598;walking
1684403344012766700;-0.5487932562828064;-1.678919792175293;2.627788782119751;walking
1684403344032767000;0.22748786211013794;-2.027907371520996;1.8642139434814453;walking
1684403344052775700;1.2225431203842163;-1.8781919479370117;0.77223140001297;walking
1684403344072768000;2.0593080520629883;-1.7245874404907227;-0.1467750072479248;walking
1684403344092764200;2.225750207901001;-0.9908761978149414;0.18966031074523926;walking
1684403344112769000;2.153226613998413;-0.2256793975830078;1.3993427753448486;walking
1684403344132770300;2.1397416591644287;-0.043239593505859375;1.9539772272109985;walking
1684403344152761300;2.1700737476348877;-0.41074466705322266;1.6796562671661377;walking
1684403344172763000;2.6641554832458496;-0.3116474151611328;2.591369390487671;walking
1684403344192760600;3.6753854751586914;-0.7333240509033203;5.4695024490356445;walking
1684403344212761300;4.7881975173950195;-1.2567329406738281;5.508059501647949;walking
1684403344232767500;4.785557746887207;-1.4543752670288086;2.957965850830078;walking
1684403344252759600;4.558191299438477;-1.7649688720703125;-0.22675159573554993;walking
1684403344272756000;3.9942336082458496;-2.1259498596191406;-2.2275311946868896;walking
1684403344292755000;3.142821788787842;-1.997121810913086;-2.6066296100616455;walking
1684403344312743400;3.1177456378936768;-2.0320940017700195;-0.901761531829834;walking
1684403344332765400;4.474159240722656;-1.957097053527832;2.452565908432007;walking
1684403344352759000;5.8217549324035645;-1.9386215209960938;3.2530384063720703;walking
1684403344372756500;6.366397857666016;-2.5879459381103516;3.081089973449707;walking
1684403344392760000;5.629368782043457;-2.6781139373779297;2.166194200515747;walking
1684403344412759800;5.555641174316406;-3.871729850769043;1.0771688222885132;walking
1684403344432752600;4.883315563201904;-5.379251480102539;-2.29044246673584;walking
1684403344452768000;4.101942539215088;-5.826539993286133;-3.9246912002563477;walking
1684403344472773600;3.6906847953796387;-4.417160987854004;-0.8639288544654846;walking
1684403344492762400;3.7000365257263184;-3.149463653564453;-0.2428925782442093;walking
1684403344512769300;2.33604097366333;-3.904520034790039;1.5220407247543335;walking
1684403344532760800;0.8487269878387451;-4.84967041015625;2.997204542160034;walking
1684403344552753400;0.16401249170303345;-6.288663864135742;2.2187891006469727;walking
1684403344572794000;-0.8583539724349976;-9.04324722290039;-1.2926242351531982;walking
1684403344592760800;-3.096240758895874;-9.977312088012695;-2.472524881362915;walking
1684403344612755200;-2.7182486057281494;-5.201794624328613;1.167504072189331;walking
1684403344632749800;0.9958115816116333;-0.9693984985351562;3.167201042175293;walking
1684403344652744700;2.908007860183716;0.6029453277587891;2.10502028465271;walking
1684403344672765200;2.6123878955841064;1.4626283645629883;2.2888574600219727;walking
1684403344692747000;1.1827372312545776;2.581331729888916;2.576382637023926;walking
1684403344712760600;-0.13761484622955322;3.2196035385131836;2.5988049507141113;walking
1684403344732771000;-1.1257426738739014;3.344785690307617;2.8648667335510254;walking
1684403344752820500;-2.3967413902282715;3.7600674629211426;2.5994386672973633;walking
1684403344772853800;-3.676316022872925;4.462482452392578;2.0870463848114014;walking
1684403344792774100;-4.4819135665893555;5.113598823547363;1.71580171585083;walking
1684403344812763000;-4.243560314178467;5.938950538635254;1.401378870010376;walking
1684403344832767700;-3.276613712310791;6.644143104553223;-0.16900432109832764;walking
1684403344852764700;-1.0037736892700195;5.546535968780518;-4.790795803070068;walking
1684403344872776000;6.6595048904418945;-0.23015117645263672;-11.519932746887207;walking
1684403344892759000;16.137170791625977;-8.187849044799805;-3.671779155731201;walking
1684403344912754200;20.100866317749023;-14.791166305541992;-2.61286997795105;walking
1684403344932773400;15.022769927978516;-9.815577507019043;-1.3713496923446655;walking
1684403344952832000;10.852616310119629;-2.052260398864746;-0.8185169696807861;walking
1684403344972886000;5.653574466705322;5.942890644073486;1.372058629989624;walking
1684403344992914700;3.324091911315918;6.763486862182617;7.4447922706604;walking
1684403345012773600;1.2677738666534424;2.534653663635254;-0.7468968629837036;walking
1684403345032787200;5.503610610961914;-6.590574264526367;-5.227329254150391;walking
1684403345052852700;5.22348690032959;-8.797470092773438;6.922412872314453;walking
1684403345072776700;-1.1061781644821167;-2.4839630126953125;-3.33565092086792;walking
1684403345092762400;-0.8986933827400208;0.9757556915283203;3.166273355484009;walking
1684403345112761600;-0.2518030107021332;1.8243327140808105;6.184271812438965;walking
1684403345132760600;0.3869539499282837;1.3746023178100586;6.953861236572266;walking
1684403345152766700;0.5759668946266174;-0.1600933074951172;6.243696689605713;walking
1684403345172764400;0.626301646232605;-1.7636308670043945;4.544975280761719;walking
1684403345192763400;0.8772833347320557;-2.0164794921875;2.76889705657959;walking
1684403345212763000;1.0259742736816406;-0.9406299591064453;1.6501309871673584;walking
1684403345232761900;1.0727139711380005;-0.2123279571533203;1.3286528587341309;walking
1684403345252762600;1.251865267753601;0.13361454010009766;1.137946367263794;walking
1684403345272761000;1.1959588527679443;0.7410087585449219;1.1934618949890137;walking
1684403345292761900;1.2864203453063965;1.0123729705810547;1.5515952110290527;walking
1684403345312764400;1.7812803983688354;0.7124824523925781;2.0302364826202393;walking
1684403345332764200;2.441356658935547;0.2186136245727539;2.3983047008514404;walking
1684403345352761000;3.304576873779297;0.0127716064453125;3.059380531311035;walking
1684403345372761600;3.9189975261688232;0.035239219665527344;3.5947415828704834;walking
1684403345392763000;3.892580032348633;0.0014238357543945312;2.8306968212127686;walking
1684403345412763400;3.75996732711792;-0.20880126953125;1.6145341396331787;walking
1684403345432764000;3.7976832389831543;-0.9821481704711914;-0.28911933302879333;walking
1684403345452767000;4.008545398712158;-1.7961654663085938;-8.229827880859375;walking
1684403345472769300;3.9732677936553955;-1.0297489166259766;2.9227519035339355;walking
1684403345492765200;3.793468475341797;-0.34231090545654297;2.2541511058807373;walking
1684403345512764400;4.936612606048584;-0.36511707305908203;3.0637807846069336;walking
1684403345532764700;6.457522392272949;-1.3029890060424805;3.700235366821289;walking
1684403345552764000;8.045409202575684;-2.7743568420410156;-1.204544186592102;walking
1684403345572764000;7.574599266052246;-2.9814987182617188;0.9259016513824463;walking
1684403345592766700;7.043310165405273;-3.4781932830810547;-0.6904160976409912;walking
1684403345612761300;5.776358127593994;-3.995661735534668;-0.7296997308731079;walking
1684403345632762600;4.550419807434082;-3.77078914642334;-2.0475049018859863;walking
1684403345652765000;3.2416365146636963;-3.2332334518432617;-1.6079301834106445;walking
1684403345672761300;1.6378624439239502;-4.903281211853027;-1.0944099426269531;walking
1684403345692761900;0.38195306062698364;-6.714543342590332;3.3269240856170654;walking
1684403345712764200;-0.8975761532783508;-7.285427093505859;2.245464324951172;walking
1684403345732768500;-2.689390182495117;-9.755273818969727;-3.7729015350341797;walking
1684403345752765200;-3.653244972229004;-8.697513580322266;-1.74032461643219;walking
1684403345772767500;-1.9612727165222168;-3.6686439514160156;3.1534528732299805;walking
1684403345792762000;0.9959841966629028;0.7546195983886719;3.765099048614502;walking
1684403345812769800;2.0589094161987305;3.189692974090576;2.2002835273742676;walking
1684403345832765000;1.4660780429840088;4.035253524780273;1.9890522956848145;walking
1684403345852766000;0.4697798490524292;4.053901672363281;2.1190297603607178;walking
1684403345872763000;-0.5317896604537964;3.9582009315490723;2.5695769786834717;walking
1684403345892766000;-1.8583159446716309;3.965758800506592;2.853057861328125;walking
1684403345912765200;-3.3048179149627686;4.408473491668701;2.561359405517578;walking
1684403345932763400;-4.398682117462158;4.927035331726074;1.9188568592071533;walking
1684403345952764200;-5.008476257324219;5.2615647315979;1.4169992208480835;walking
1684403345972764200;-4.483002185821533;5.205837726593018;0.7251372337341309;walking
1684403345992762400;-3.481156349182129;4.988529205322266;-1.131346344947815;walking
1684403346012768500;0.46110665798187256;2.5734238624572754;-6.304641246795654;walking
1684403346032770000;9.56740951538086;-2.8175039291381836;-9.149808883666992;walking
1684403346052764400;19.03972053527832;-9.741793632507324;-4.608092308044434;walking
1684403346072764200;17.80516242980957;-10.20915699005127;-3.5173816680908203;walking
